"#30-David Stremme-E                #15-Michael Waltrip-E                  #32-Boris Said-E               #35-Geoffrey Bodine-E"
"E","E","","-","-"
"SPEED","SHORT","","SUPER","ROAD"
"","","10","",""
"","00-39","11","",""
"","40-59","12","",""
"","60-79","13","",""
"00-39","80-94","14","",""
"40-59","","15","",""
"60-79","","16","",""
"80-94","","17","",""
"","","18","",""
"","","19","",""
"","","20","",""
"95-99","95-99","TR","",""
"Qualify Rating","D"
"Trouble Rating","E"
"Poles","0","","Top 10","0"
"Wins","0","","Races","18"
"Top 5","0","","DNF","16"
"-","-","","E","-"
"SPEED","SHORT","","SUPER","ROAD"
"","","10","",""
"","","11","",""
"","","12","",""
"","","13","",""
"","","14","",""
"","","15","",""
"","","16","00-39",""
"","","17","40-59",""
"","","18","60-79",""
"","","19","80-95",""
"","","20","",""
"","","TR","96-99",""
"Qualify Rating","A"
"Trouble Rating","D"
"Poles","0","","Top 10","1"
"Wins","0","","Races","3"
"Top 5","0","","DNF","1"
"-","-","","-","C"
"SPEED","SHORT","","SUPER","ROAD"
"","","10","",""
"","","11","",""
"","","12","","00-29"
"","","13","","30-49"
"","","14","","50-69"
"","","15","","70-89"
"","","16","","90-97"
"","","17","",""
"","","18","",""
"","","19","",""
"","","20","",""
"","","TR","","98-99"
"Qualify Rating","C"
"Trouble Rating","A"
"Poles","0","","Top 10","0"
"Wins","0","","Races","2"
"Top 5","0","","DNF","0"
"D","-","","E","-"
"SPEED","SHORT","","SUPER","ROAD"
"","","10","",""
"","","11","",""
"","","12","",""
"","","13","",""
"00-34","","14","",""
"35-54","","15","",""
"55-74","","16","00-39",""
"75-94","","17","40-59",""
"","","18","60-79",""
"","","19","80-94",""
"","","20","",""
"95-99","","TR","95-99",""
"Qualify Rating","E"
"Trouble Rating","E"
"Poles","0","","Top 10","0"
"Wins","0","","Races","4"
"Top 5","0","","DNF","3"
